file,section,line_start,line_end,sentence,type,is_performance_claim,has_conditions_attached,responsibility_owner,human_judgment_point_explicit,before_after_structure_present,novice_misunderstanding_risk,risk_reasons,rewrite_suggestion
part2/ch02-tools-ecosystem.md,가격 비교 (2024년 기준),195,195,| **Gemini** | 1.5 Flash | $19.99/월 | $0.35 / $1.05 (Flash) |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,가격 비교 (2024년 기준),197,197,"!!! info ""가격 변동 주의""",Caution,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,가격 비교 (2024년 기준),198,198,AI 서비스 가격은 자주 변경됩니다.,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,가격 비교 (2024년 기준),198,198,최신 가격은 각 서비스 공식 사이트에서 확인하세요.,Fact,No,No,Unclear,Yes,Yes,Low,,
part2/ch02-tools-ecosystem.md,가격 비교 (2024년 기준),200,200,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,6. 용도별 추천 도구,202,202,## 6.,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,6. 용도별 추천 도구,202,202,용도별 추천 도구,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,204,204,### 상황별 최적 도구,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,206,206,| 용도 | 1순위 | 이유 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,207,207,|------|-------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,208,208,"| **일반 대화/질문** | ChatGPT | 범용성, 안정성 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,209,209,| **긴 문서 분석** | Claude | 200K 토큰 컨텍스트 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,210,210,| **논문/계약서 검토** | Claude | 긴 문서 + 세밀한 분석 |,Fact,No,No,Unclear,Yes,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,211,211,| **최신 정보 검색** | Gemini | Google 검색 연동 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,212,212,| **코딩/개발** | ChatGPT 또는 Claude | 둘 다 우수 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,213,213,| **이미지 생성** | ChatGPT (DALL-E) | 통합 이미지 생성 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,214,214,| **Google 업무** | Gemini | Workspace 통합 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,상황별 최적 도구,215,215,| **안전한 콘텐츠** | Claude | Constitutional AI |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,📌 사례: 도구 선택 실전 예시,217,217,### 📌 사례: 도구 선택 실전 예시,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 1: 100페이지 PDF 계약서 검토,219,219,#### 사례 1: 100페이지 PDF 계약서 검토,Fact,No,No,Unclear,Yes,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 1: 100페이지 PDF 계약서 검토,221,221,| ❌ 부적절한 선택: ChatGPT | ✅ 적절한 선택: Claude |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 1: 100페이지 PDF 계약서 검토,222,222,|:------------------------|:---------------------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 1: 100페이지 PDF 계약서 검토,223,223,| 128K 토큰으로 전체 문서 처리 어려움 | 200K 토큰으로 전체 문서 한 번에 처리 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 1: 100페이지 PDF 계약서 검토,224,224,| 문서를 나눠서 업로드해야 함 | 문서 전체 맥락 유지 |,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 1: 100페이지 PDF 계약서 검토,225,225,| 맥락 유지 어려움 | 법률 문서 분석에 강점 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 2: 오늘 발표된 뉴스 요약,227,227,#### 사례 2: 오늘 발표된 뉴스 요약,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 2: 오늘 발표된 뉴스 요약,229,229,| ❌ 부적절한 선택: Claude | ✅ 적절한 선택: Gemini |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 2: 오늘 발표된 뉴스 요약,230,230,|:----------------------|:---------------------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 2: 오늘 발표된 뉴스 요약,231,231,| 실시간 웹 검색 기능 없음 | Google 검색 실시간 연동 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 2: 오늘 발표된 뉴스 요약,232,232,| 학습 데이터 시점까지의 정보만 보유 | 최신 뉴스 직접 검색 및 요약 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 3: 마케팅 이미지 제작,234,234,#### 사례 3: 마케팅 이미지 제작,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 3: 마케팅 이미지 제작,236,236,| ❌ 부적절한 선택: Claude | ✅ 적절한 선택: ChatGPT + DALL-E |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 3: 마케팅 이미지 제작,237,237,|:----------------------|:------------------------------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 3: 마케팅 이미지 제작,238,238,| 이미지 생성 기능 없음 | 대화 중 바로 이미지 생성 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 3: 마케팅 이미지 제작,239,239,| 텍스트 전용 서비스 | 텍스트와 이미지 작업 통합 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,사례 3: 마케팅 이미지 제작,241,241,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,7. 이미지 생성 AI,243,243,## 7.,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,7. 이미지 생성 AI,243,243,이미지 생성 AI,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,245,245,### 주요 이미지 생성 도구,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,247,247,| 도구 | 개발사 | 특징 | 접근 방식 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,248,248,|------|--------|------|----------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,249,249,"| **DALL-E 3** | OpenAI | ChatGPT 통합, 자연어 프롬프트 | 웹/API |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,250,250,"| **Midjourney** | Midjourney | 예술적 스타일, 고품질 | Discord |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,251,251,"| **Stable Diffusion** | Stability AI | 오픈소스, 로컬 실행 가능 | 로컬/웹 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,주요 이미지 생성 도구,252,252,| **Imagen** | Google | Gemini 통합 | 웹/API |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,254,254,### 이미지 생성 도구 비교,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,256,256,| 항목 | DALL-E 3 | Midjourney | Stable Diffusion |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,257,257,|------|----------|------------|------------------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,258,258,| **품질** | ⭐⭐⭐⭐ | ⭐⭐⭐⭐⭐ | ⭐⭐⭐⭐ |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,259,259,| **사용 편의성** | ⭐⭐⭐⭐⭐ | ⭐⭐⭐ | ⭐⭐ |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,260,260,| **가격** | ChatGPT Plus 포함 | $10-30/월 | 무료 (로컬) |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,261,261,"| **스타일** | 다양함, 범용적 | 예술적, 세련됨 | 커스텀 가능 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,262,262,| **텍스트 렌더링** | ⭐⭐⭐⭐⭐ | ⭐⭐⭐ | ⭐⭐⭐ |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 생성 도구 비교,263,263,| **제어력** | 중간 | 높음 | 매우 높음 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,265,265,### 이미지 프롬프트의 기본 구조,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,267,275,"```
[주제] + [스타일] + [분위기] + [기술적 요소]

예시:
""A serene mountain landscape at sunset,
 in the style of Studio Ghibli,
 warm colors, soft lighting,
 8K resolution, highly detailed""
```",Example,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,277,277,"!!! tip ""이미지 프롬프트 팁""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,278,278,"1. **구체적으로**: ""꽃"" → ""빨간 장미 한 송이, 이슬방울이 맺힌""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,279,279,"2. **스타일 지정**: ""사실적인"", ""수채화 스타일"", ""미니멀리즘""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,280,280,"3. **기술적 품질**: ""8K"", ""highly detailed"", ""professional photo""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,이미지 프롬프트의 기본 구조,282,282,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,8. 기타 주목할 도구들,284,284,## 8.,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,8. 기타 주목할 도구들,284,284,기타 주목할 도구들,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,286,286,### Perplexity AI - AI 검색의 새로운 패러다임,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,288,288,"!!! info ""출시: 2022년 12월""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,290,290,| 항목 | 내용 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,291,291,|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,292,292,| **개발사** | Perplexity AI |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,293,293,| **핵심 기능** | 실시간 웹 검색 + AI 요약 + 출처 명시 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,294,294,"| **무료 버전** | 일일 검색 제한, 기본 모델 |",Caution,No,Yes,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,295,295,"| **Pro 버전** | $20/월, GPT-4/Claude 선택 가능 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,297,297,**강점:**,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,299,299,| 강점 | 설명 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,300,300,|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,301,301,"| **실시간 정보** | 최신 뉴스, 이벤트 정보 즉시 검색 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,302,302,| **출처 명시** | 모든 답변에 참조 URL 자동 표시 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,303,303,"| **팩트 중심** | 환각 위험 감소, 검증 가능한 정보 제공 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,304,304,"| **Focus 기능** | 학술, 뉴스, YouTube 등 검색 범위 지정 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,306,306,**사용 추천 상황:**,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,308,319,"```
✅ 추천하는 경우:
- 최신 뉴스나 이벤트 정보가 필요할 때
- 출처 확인이 중요한 리서치 작업
- 팩트체킹이 필요한 정보 검색
- 여러 출처를 종합한 요약이 필요할 때

❌ 다른 도구가 나은 경우:
- 창작 글쓰기, 코딩 (ChatGPT, Claude 권장)
- 긴 문서 분석 (Claude, Gemini 권장)
- 이미지 생성 (ChatGPT DALL-E, Midjourney 권장)
```",Example,No,No,Unclear,Yes,Yes,Low,,
part2/ch02-tools-ecosystem.md,Perplexity AI - AI 검색의 새로운 패러다임,321,321,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,323,323,### Microsoft Copilot - Office 업무의 AI 비서,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,325,325,"!!! info ""출시: 2023년 2월 (Bing Chat → Copilot 리브랜딩)""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,327,327,| 항목 | 내용 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,328,328,|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,329,329,| **개발사** | Microsoft (OpenAI 기술 기반) |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,330,330,| **핵심 기능** | Microsoft 365 생태계 통합 AI |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,331,331,"| **무료 버전** | 기본 대화, 웹 검색, 이미지 생성 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,332,332,"| **Pro 버전** | $20/월, Office 앱 내 AI 기능 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,334,334,**Office 통합 기능:**,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,336,336,| 앱 | AI 기능 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,337,337,|-----|---------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,338,338,"| **Word** | 문서 초안 생성, 내용 요약, 톤 변경 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,339,339,"| **Excel** | 데이터 분석, 수식 제안, 인사이트 추출 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,340,340,"| **PowerPoint** | 슬라이드 자동 생성, 디자인 제안 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,341,341,"| **Outlook** | 이메일 요약, 답장 초안, 일정 관리 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,342,342,"| **Teams** | 회의 요약, 액션 아이템 추출 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,344,344,**사용 추천 상황:**,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,346,357,"```
✅ 추천하는 경우:
- Microsoft 365를 주력으로 사용하는 경우
- Office 문서 내에서 바로 AI 활용이 필요할 때
- 이메일, 문서, 프레젠테이션 업무가 많을 때
- Windows 환경에서 통합 AI 경험을 원할 때

❌ 다른 도구가 나은 경우:
- Google Workspace 사용자 (Gemini 권장)
- 깊은 분석이나 긴 문서 처리 (Claude 권장)
- 코딩 작업 중심 (GitHub Copilot 권장)
```",Example,No,No,User,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,Microsoft Copilot - Office 업무의 AI 비서,359,359,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,361,361,### 특화 도구들,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,363,363,| 도구 | 용도 | 특징 | 가격 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,364,364,|------|------|------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,365,365,| **Perplexity** | AI 검색 | 실시간 검색 + 출처 표시 | 무료~$20/월 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,366,366,"| **Microsoft Copilot** | Office 통합 | Word, Excel, PPT 내 AI | 무료~$20/월 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,367,367,| **Notion AI** | 문서 작업 | Notion 내 AI 통합 | $10/월 추가 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,368,368,| **GitHub Copilot** | 코딩 | IDE 내 코드 자동완성 | $10/월 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,369,369,| **Cursor** | 코딩 | AI 네이티브 에디터 | 무료~$20/월 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,370,370,| **Grammarly** | 글쓰기 | 문법 교정 + AI 작문 | 무료~$30/월 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,특화 도구들,371,371,| **Otter.ai** | 회의록 | 음성 → 텍스트 변환 | 무료~$20/월 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,373,373,### 오픈소스 모델,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,375,375,| 모델 | 개발사 | 특징 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,376,376,|------|--------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,377,377,"| **Llama 3** | Meta | 상업적 사용 가능, 다양한 크기 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,378,378,"| **Mistral** | Mistral AI | 효율적, 유럽 기반 |",Fact,Yes,No,Unclear,No,Yes,High,Performance claim lacks conditions,"| **Mistral** | Mistral AI | 효율적, 유럽 기반 | (단, 입력 데이터가 정리되어 있고 결과를 사람이 검토·승인하는 절차가 있을 때)"
part2/ch02-tools-ecosystem.md,오픈소스 모델,379,379,"| **Phi-3** | Microsoft | 소형 모델, 경량화 |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,381,381,"!!! tip ""오픈소스 모델의 장점""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,382,382,"로컬에서 실행 가능하여 데이터 프라이버시 보장, 커스터마이징 가능, 비용 절감.",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,382,382,"단, 설치와 운영에 기술적 지식 필요.",Fact,No,Yes,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,오픈소스 모델,384,384,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,9. 도구 선택 가이드,386,386,## 9.,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,9. 도구 선택 가이드,386,386,도구 선택 가이드,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,388,388,### 의사결정 플로우차트,Fact,No,No,Unclear,Yes,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,390,390,| 작업 목적 | 추천 도구 |,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,391,391,|-----------|-----------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,392,392,"| **텍스트 생성** | ChatGPT, Claude, Gemini |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,393,393,"| **이미지 생성** | DALL-E, Midjourney, Stable Diffusion |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,394,394,"| **최신 정보 검색** | Gemini, Perplexity |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,의사결정 플로우차트,395,395,"| **긴 문서 분석** | Claude, Gemini |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,397,397,### 선택 시 고려사항,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,399,399,| 고려사항 | 질문 |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,400,400,|----------|------|,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,401,401,| **목적** | 무엇을 달성하려는가? |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,402,402,| **데이터** | 어떤 형태의 입력을 다루는가?,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,402,402,"(텍스트, 이미지, 문서) |",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,403,403,| **길이** | 처리해야 할 문서/텍스트의 길이는? |,Guidance,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,404,404,| **최신성** | 실시간 정보가 필요한가? |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,405,405,| **비용** | 예산 제약이 있는가? |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,406,406,| **프라이버시** | 민감한 데이터를 다루는가? |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,407,407,| **통합** | 기존 워크플로우와 통합이 필요한가? |,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,선택 시 고려사항,409,409,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,411,411,## 핵심 정리,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,413,413,"!!! tip ""이 챕터의 핵심 포인트""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,414,414,"1. **ChatGPT**: 범용성, 풍부한 생태계, DALL-E 통합",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,415,415,"2. **Claude**: 긴 컨텍스트(200K), 안전성, 문서 분석 강점",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,416,416,"3. **Gemini**: Google 통합, 실시간 검색, 멀티모달",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,417,417,"4. **도구 선택 기준**: 목적, 데이터 형태, 문서 길이, 최신 정보 필요 여부",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,418,418,"5. **이미지 생성**: DALL-E(편의성), Midjourney(품질), Stable Diffusion(자유도)",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,419,419,"6. **핵심 원칙**: 하나의 도구에 의존하지 말고, 목적에 맞는 도구 선택",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,핵심 정리,421,421,---,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,생각해볼 질문,423,423,## 생각해볼 질문,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,생각해볼 질문,425,425,"!!! question ""토론 질문""",Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,생각해볼 질문,427,427,1.,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,생각해볼 질문,427,427,하나의 AI 도구만 사용한다면 어떤 것을 선택하겠는가?,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,생각해볼 질문,427,427,그 이유는?,Fact,No,No,Unclear,No,Yes,Low,,
part2/ch02-tools-ecosystem.md,생각해볼 질문,428,428,2.,Fact,No,No,Unclear,No,Yes,Low,,
